0.000000	2.718282
0.010000	2.931607
0.020000	2.129421
0.030000	2.460374
0.040000	4.188137
0.050000	2.733678
0.060000	2.427509
0.070000	3.447290
0.080000	3.725429
0.090000	2.135798
0.100000	4.123330
0.110000	3.381990
0.120000	4.811640
0.130000	1.625824
0.140000	1.768615
0.150000	3.215553
0.160000	3.092201
0.170000	5.827517
0.180000	4.298548
0.190000	2.740812
0.200000	5.757245
0.210000	3.537293
0.220000	1.955142
0.230000	2.991953
0.240000	3.287389
0.250000	4.707486
0.260000	6.243654
0.270000	5.816449
0.280000	4.884021
0.290000	4.759913
0.300000	7.252460
0.310000	5.929331
0.320000	7.003058
0.330000	5.222859
0.340000	5.161789
0.350000	7.261907
0.360000	6.405453
0.370000	6.255495
0.380000	6.560941
0.390000	6.535228
0.400000	8.148914
0.410000	7.776164
0.420000	7.401405
0.430000	8.756381
0.440000	7.206057
0.450000	7.577952
0.460000	8.215642
0.470000	9.840318
0.480000	6.967248
0.490000	9.906189
0.500000	9.271249
0.510000	9.875667
0.520000	10.341153
0.530000	9.553148
0.540000	11.363521
0.550000	10.881468
0.560000	13.064806
0.570000	11.475639
0.580000	11.337045
0.590000	13.239318
0.600000	13.529852
0.610000	14.044079
0.620000	13.309972
0.630000	13.672016
0.640000	14.850423
0.650000	14.259937
0.660000	14.772352
0.670000	17.433919
0.680000	17.463177
0.690000	17.759777
0.700000	16.822294
0.710000	19.946818
0.720000	20.544636
0.730000	21.376733
0.740000	20.143461
0.750000	20.308798
0.760000	23.254301
0.770000	23.434881
0.780000	22.870592
0.790000	24.094003
0.800000	25.418311
0.810000	25.523675
0.820000	27.973814
0.830000	28.586082
0.840000	29.570255
0.850000	29.674403
0.860000	32.666975
0.870000	34.269774
0.880000	33.512445
0.890000	36.147874
0.900000	39.248472
0.910000	40.988018
0.920000	41.571557
0.930000	41.368637
0.940000	44.285007
0.950000	42.831169
0.960000	47.794057
0.970000	48.593100
0.980000	51.848705
0.990000	51.025809
